ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,340.0,0.608999127042299,8.118445082468261,13.330799211317068,2760.2713280392086,21.976
1,188.0,0.6305771312477595,6.14289506315908,9.74170289208519,1154.8642718739068,21.976
2,795.0,0.14614375770364674,6.08133269033111,41.611990726712804,4834.659488813232,21.976
3,597.0,0.4888291324623913,9.638085384240101,19.716675509272395,5753.93697439134,21.976
4,439.0,0.396023788518168,7.43905827471724,18.7843722786263,3265.746582600869,21.976
5,130.0,0.6979135450171252,5.373998654676843,7.700092214924667,698.6198251079896,21.976
6,334.0,0.3207776727022769,5.839832129354957,18.205232552999643,1950.5039312045558,21.976
7,87.0,0.5360530891734298,3.8529075785546625,7.187548502883691,335.20295933425564,21.976
8,195.0,0.4552717531008511,5.315911256114442,11.67634763173385,1036.6026949423162,21.976
9,229.0,0.5958387897005649,6.590330447660849,11.060593169794766,1509.1856725143346,21.976
10,245.0,0.32469195186084165,5.0320374868631745,15.497881786179393,1232.8491842814778,21.976
11,1802.0,0.16975249805438888,9.867577453451391,58.12920320200418,17781.37457111941,21.976
12,568.0,0.2364748522926687,6.538704529566188,27.65073945991383,3713.9841727935946,21.976
13,256.0,0.42434863346071466,5.880394331683595,13.857460276770258,1505.3809489110001,21.976
14,175.0,0.7329022179277799,6.389503405991492,8.71808441794225,1118.1630960485113,21.976
15,230.0,0.48564826396811805,5.962795320542275,12.278012221894244,1371.4429237247234,21.976
16,402.0,0.5255712039433083,8.20075563979846,15.603510196656535,3296.703767198981,21.976
17,501.0,0.5566680893154381,9.421978084894107,16.925665878352703,4720.4110205319475,21.976
18,393.0,0.8689293226267778,10.425900246900772,11.99855957833627,4097.378797032004,21.976
19,834.0,0.31242937585465996,9.107182081376973,29.149570383591502,7595.389855868396,21.976
20,1430.0,0.4093552720405501,13.650333951017679,33.34593416367555,19519.97754995528,21.976
21,258.0,0.4605062335025382,6.149682202151971,13.354177977957981,1586.6180081552086,21.976
22,96.0,0.7363755859405992,4.7436252359488025,6.441855659689748,455.388022651085,21.976
23,492.0,0.27961221230280936,6.617374032428796,23.666255411127867,3255.7480239549686,21.976
24,205.0,0.6077046657320293,6.297211494893336,10.362289200639651,1290.9283564531338,21.976
25,222.0,0.5913713345594405,6.464451559684376,10.931290006642374,1435.1082462499312,21.976
26,323.0,0.6419794716846208,8.124317648778668,12.655105041691776,2624.1546005555097,21.976
27,386.0,0.411054474501392,7.106706927658979,17.288966228331162,2743.1888740763657,21.976
28,318.0,0.40890039455753663,6.433501231877792,15.733663546202646,2045.8533917371378,21.976
29,292.0,0.4558325943229771,6.509073528206621,14.279526320126772,1900.6494702363334,21.976
30,299.0,0.6986811414092458,8.154553161615949,11.671351462511419,2438.2113953231687,21.976
31,83.0,0.7439665098035827,4.433439668021978,5.959192530309552,367.9754924458242,21.976
32,129.0,0.5742651264083113,4.855971627429377,8.45597513086091,626.4203399383896,21.976
33,372.0,0.5469290138849379,8.04751907879949,14.71401018138803,2993.67709731341,21.976
34,154.0,0.6395004682052589,5.598940566958191,8.755178213819717,862.2368473115615,21.976
35,554.0,0.5968320071446754,10.25902289006346,17.189129884544904,5683.498681095156,21.976
36,719.0,0.4199020733751345,9.803101931101548,23.34616224279416,7048.430288462013,21.976
37,467.0,0.29617649564074927,6.635273045661019,22.403104713985645,3098.672512323696,21.976
38,117.0,0.6740780209868562,5.010407835925192,7.432979091337098,586.2177168032475,21.976
39,212.0,0.5442434552149622,6.060236903337896,11.135158071757166,1284.770223507634,21.976
40,749.0,0.2510006339335728,7.735767022821441,30.81971109630228,5794.08950009326,21.976
41,654.0,0.3720850367581652,8.801061191048145,23.653359639851224,5755.894018945488,21.976
42,315.0,0.4939051773643042,7.037236229487486,14.24815238228779,2216.7294122885583,21.976
43,123.0,0.7901757861281177,5.562108776296837,7.03907772668069,684.1393794845109,21.976
44,153.0,0.4999694625519745,4.934492788139869,9.869588360362911,754.9773965853999,21.976
45,154.0,0.5445161296781492,5.166432962742848,9.48811739662626,795.6306762623984,21.976
46,362.0,0.532611477012114,7.83401879646087,14.708693174260471,2835.914804318835,21.976
47,580.0,0.3910436701152601,8.496727508507174,21.72833409118415,4928.101954934161,21.976
48,285.0,0.723553600748749,8.101824814579045,11.197269706342558,2309.020072155028,21.976
49,214.0,0.49413797185189207,5.801710638937683,11.741074293874807,1241.5660767326642,21.976
50,250.0,0.675890824433155,7.333872295690489,10.850675923646607,1833.4680739226221,21.976
51,129.0,0.7585532257212805,5.581011900339916,7.357442709485727,719.9505351438492,21.976
52,157.0,0.549221217024643,5.239001743051,9.538964593234082,822.5232736590069,21.976
53,480.0,0.5719098522407661,9.347801280921116,16.344885901678474,4486.944614842137,21.976
54,495.0,0.49004497917178386,8.78710134030721,17.931213896238933,4349.615163452069,21.976
55,306.0,0.6609199372029613,8.023432500883137,12.139794927111163,2455.1703452702395,21.976
56,117.0,0.6504485969173533,4.9218059293130185,7.566786910816241,575.8512937296232,21.976
57,518.0,0.41643289174648374,8.286334406856582,19.898366750292965,4292.32122275171,21.976
58,289.0,0.4458567730244255,6.4043000239894035,14.364029911548647,1850.8427069329377,21.976
59,115.0,0.7036465763127759,5.075177936414582,7.212680495099331,583.645462687677,21.976
60,414.0,0.5788481701139863,8.733886957748243,15.088390028128405,3615.8292005077724,21.976
61,352.0,0.7084162670039312,8.909239993675671,12.57627811308606,3136.052477773836,21.976
62,500.0,0.4216913047698753,8.192329071332315,19.427313247075418,4096.1645356661575,21.976
